Type;Description;Class;Path;Line;Severity;Rework;Context
641;"The return type of this method should be an interface such as ""Map"" rather than the implementation ""Hashtable"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;511;MAJOR;10;1
804;"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;511;MAJOR;20;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;226;MAJOR;20;1
641;"The type of the ""keys"" object should be an interface such as ""Map"" rather than the implementation ""Hashtable"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;250;MAJOR;10;1
641;"The type of the ""userProperties"" object should be an interface such as ""Map"" rather than the implementation ""Hashtable"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;62;MAJOR;10;1
804;"Replace the synchronized class ""StringBuffer"" by an unsynchronized one such as ""StringBuilder"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;259;MAJOR;20;1
641;"The return type of this method should be an interface such as ""Map"" rather than the implementation ""Hashtable"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;491;MAJOR;10;1
804;"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;62;MAJOR;20;1
683;This block of commented-out lines of code should be removed.;PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;596;MAJOR;60;1
641;"The return type of this method should be an interface such as ""Map"" rather than the implementation ""Hashtable"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;501;MAJOR;10;1
641;"The return type of this method should be an interface such as ""Map"" rather than the implementation ""Hashtable"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;482;MAJOR;10;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;255;MAJOR;20;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;572;MAJOR;20;1
641;"The type of the ""inheritedProperties"" object should be an interface such as ""Map"" rather than the implementation ""Hashtable"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;70;MAJOR;10;1
804;"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;70;MAJOR;20;1
804;"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;501;MAJOR;20;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;573;MAJOR;20;1
649;"Introduce a new variable instead of reusing the parameter ""name"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;194;MAJOR;5;1
641;"The type of the ""properties"" object should be an interface such as ""Map"" rather than the implementation ""Hashtable"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;54;MAJOR;10;1
804;"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;482;MAJOR;20;1
804;"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;472;MAJOR;20;1
804;"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;250;MAJOR;20;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;256;MAJOR;20;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;227;MAJOR;20;1
804;"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;491;MAJOR;20;1
683;This block of commented-out lines of code should be removed.;PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;581;MAJOR;60;1
641;"The return type of this method should be an interface such as ""Map"" rather than the implementation ""Hashtable"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;472;MAJOR;10;1
804;"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".";PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;54;MAJOR;20;1
841;Complete the task associated to this TODO comment.;PropertyHelper.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/PropertyHelper.java;581;INFO;20;1
715;Add the missing @Deprecated annotation.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;838;MAJOR;10;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;430;MINOR;1;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1924;MINOR;20;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;441;MINOR;1;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;429;MINOR;1;1
741;Use isEmpty() to check whether the collection is empty or not.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1653;MAJOR;2;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2204;MINOR;20;1
734;"The Cyclomatic Complexity of this method ""parsePackages"" is 18 which is greater than 10 authorized.";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2225;MAJOR;10;1
741;Use isEmpty() to check whether the collection is empty or not.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1691;MAJOR;2;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;428;MINOR;1;1
741;Use isEmpty() to check whether the collection is empty or not.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1927;MAJOR;2;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;426;MINOR;1;1
804;"Replace the synchronized class ""StringBuffer"" by an unsynchronized one such as ""StringBuilder"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1484;MAJOR;20;1
774;The Cyclomatic Complexity of this class is 315 which is greater than 200 authorized.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;76;MAJOR;10;1
734;"The Cyclomatic Complexity of this method ""execute"" is 114 which is greater than 10 authorized.";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1615;MAJOR;10;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;424;MINOR;1;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;210;MAJOR;20;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;436;MINOR;1;1
720;"Either remove this useless object instantiation of class ""URL"" or use it";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1783;CRITICAL;5;1
741;Use isEmpty() to check whether the collection is empty or not.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1643;MAJOR;2;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;433;MINOR;1;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;443;MINOR;1;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1768;MINOR;20;1
709;Reduce the total number of break and continue statement in this loop to use at most one.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1756;MAJOR;30;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;444;MINOR;1;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;435;MINOR;1;1
804;"Replace the synchronized class ""StringBuffer"" by an unsynchronized one such as ""StringBuilder"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1370;MAJOR;20;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1737;MINOR;20;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1268;MINOR;1;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;422;MINOR;1;1
835;"Move the """" string literal on the left side of this string comparison.";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1396;MAJOR;10;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;432;MAJOR;20;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;421;MAJOR;20;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;423;MINOR;1;1
741;Use isEmpty() to check whether the collection is empty or not.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1861;MAJOR;2;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;440;MINOR;1;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;420;MINOR;1;1
727;Either log or rethrow this exception.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2093;MAJOR;10;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1649;MAJOR;20;1
837;Do not forget to remove this deprecated code someday.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;838;INFO;60;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;445;MINOR;1;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;423;MAJOR;20;1
804;"Replace the synchronized class ""StringBuffer"" by an unsynchronized one such as ""StringBuilder"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;318;MAJOR;20;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;427;MINOR;1;1
804;"Replace the synchronized class ""StringBuffer"" by an unsynchronized one such as ""StringBuilder"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2173;MAJOR;20;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1723;MINOR;20;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1796;MINOR;20;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2118;MINOR;20;1
835;"Move the ""all"" string literal on the left side of this string comparison.";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1332;MAJOR;10;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;432;MINOR;1;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1628;MAJOR;20;1
734;"The Cyclomatic Complexity of this method ""setScope"" is 18 which is greater than 10 authorized.";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1319;MAJOR;10;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;450;MAJOR;20;1
649;"Introduce a new variable instead of reusing the parameter ""str"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2162;MAJOR;5;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2030;MINOR;20;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1806;MINOR;20;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;433;MAJOR;20;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2227;MAJOR;20;1
741;Use isEmpty() to check whether the collection is empty or not.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1749;MAJOR;2;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;446;MINOR;1;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;425;MINOR;1;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1781;MINOR;20;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;437;MINOR;1;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;431;MAJOR;20;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2191;MAJOR;20;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;439;MINOR;1;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1884;MINOR;20;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2240;MINOR;20;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1426;MAJOR;20;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;421;MINOR;1;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2296;MINOR;20;1
649;"Introduce a new variable instead of reusing the parameter ""str"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2165;MAJOR;5;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1731;MINOR;20;1
689;"Make this array ""private"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1268;CRITICAL;N;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;438;MINOR;1;1
741;Use isEmpty() to check whether the collection is empty or not.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1652;MAJOR;2;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1349;MINOR;20;1
641;"The type of the ""rcs"" object should be an interface such as ""List"" rather than the implementation ""ArrayList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;362;MAJOR;10;1
710;"Add the ""@Override"" annotation above this method signature";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;263;MAJOR;5;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2225;MAJOR;20;1
649;"Introduce a new variable instead of reusing the parameter ""verboseScope"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1320;MAJOR;5;1
741;Use isEmpty() to check whether the collection is empty or not.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1723;MAJOR;2;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;418;MINOR;1;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;422;MAJOR;20;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;448;MINOR;1;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;442;MINOR;1;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2334;MINOR;1;1
680;"Define a constant instead of duplicating this literal ""ignore"" 4 times.";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1688;MINOR;10;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;450;MINOR;1;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;419;MINOR;1;1
741;Use isEmpty() to check whether the collection is empty or not.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1755;MAJOR;2;1
741;Use isEmpty() to check whether the collection is empty or not.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2235;MAJOR;2;1
741;Use isEmpty() to check whether the collection is empty or not.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1695;MAJOR;2;1
804;"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2226;MAJOR;20;1
835;"Move the ""package.html"" string literal on the left side of this string comparison.";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2291;MAJOR;10;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;434;MINOR;1;1
804;"Replace the synchronized class ""StringBuffer"" by an unsynchronized one such as ""StringBuilder"".";Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;2159;MAJOR;20;1
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;1341;MINOR;20;1
665;Move this variable to comply with Java Code Conventions.;Javadoc.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Javadoc.java;431;MINOR;1;1
839;Take the required action to fix the issue indicated by this comment.;JUnitTestRunnerTest.java;ApacheAnt-1.7.0/src/tests/junit/org/apache/tools/ant/taskdefs/optional/junit/JUnitTestRunnerTest.java;85;MAJOR;20;1
683;This block of commented-out lines of code should be removed.;JUnitTestRunnerTest.java;ApacheAnt-1.7.0/src/tests/junit/org/apache/tools/ant/taskdefs/optional/junit/JUnitTestRunnerTest.java;86;MAJOR;60;1
683;This block of commented-out lines of code should be removed.;JUnitTestRunnerTest.java;ApacheAnt-1.7.0/src/tests/junit/org/apache/tools/ant/taskdefs/optional/junit/JUnitTestRunnerTest.java;84;MAJOR;60;1
841;Complete the task associated to this TODO comment.;Execute.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Execute.java;246;INFO;20;1
729;Return an empty array instead of null.;Execute.java;ApacheAnt-1.7.0/src/main/org/apache/tools/ant/taskdefs/Execute.java;247;MAJOR;60;1
